INSERT INTO Gioco(ID_Gioco, CF_Giocatore, Importo, Vincita , Data_Giocata ,Numero_Scommesso, Colore_Scommesso  ) VALUES 
( "EMB7SMHBOM" ,  TLNYEGIAXYAA8UGJ ,  " " ),
( "G4XKYD6AC8" ,  SJA6B4V4WPJFHY65 ,  7365.02 ,  True ,  "1990/12/22"),
( "7AK3BCQGF1" ,  INUBITFYRSMK0BNE ,  8552.36 ,  False ,  "2021/06/14"),
( "MYFKCQL3O8" ,  3ZIHL7187SGGN8R1 ,  632.53 ,  True ,  "1996/02/13"),
( "58B9N8FZ10" ,  Q7320A3R7A6XK1YT ,  386.03 ,  True ,  "2011/12/21"),
( "GOUEJICDE3" ,  0VEES18MQY6Q2FJP ,  5532.59 ,  True ,  "1994/07/12"),
( "4C1UA7T0JP" ,  LPPJVD84TEY2N3FB ,  4841.22 ,  True ,  "2010/12/25"),
( "IA1OINH41K" ,  YPDZW7M7XWXPVI28 ,  4717.89 ,  True ,  "1999/04/10"),
( "PZQLEXGUUF" ,  OS4KPWL93EWYR91S ,  7336.9 ,  False ,  "2003/07/26"),
( "8QPJFTVGD2" ,  ME5VHLOOIGTOK6OX ,  1307.61 ,  False ,  "1998/04/16"),
( "YQGAKYOV42" ,  TIY508X4LNLT390P ,  1774.74 ,  False ,  "1995/12/08"),
( "FVY7F9MJ0M" ,  Q87QIZIW3PHRR293 ,  7969.3 ,  True ,  "2008/02/28"),
( "E37WWRU9S2" ,  4SML25VSVPJHXYHU ,  5261.83 ,  False ,  "2016/10/12"),
( "YO7GMAZW00" ,  H0T43WT4077NZRO1 ,  3622.64 ,  False ,  "1990/12/13"),
( "EEENB0JBLD" ,  AIH7IX7NGTSE3YGE ,  4382.59 ,  True ,  "1994/10/03"),
( "77AHZ62MTJ" ,  TNTJRY0Y6QVDYJIO ,  3782.68 ,  True ,  "2001/11/20"),
( "03PWBWWANA" ,  Q7320A3R7A6XK1YT ,  9098.93 ,  True ,  "2000/03/17"),
( "7J1G3K4G3B" ,  T8AGWBSGVQN2FV7N ,  1958.06 ,  False ,  "2019/04/24"),
( "BRIPDS391K" ,  ZX1LHZDS2GT93DJH ,  173.74 ,  True ,  "2007/04/27"),
( "54SHOGQKPV" ,  VK2SGEFJH1RT0V2P ,  1374.76 ,  False ,  "2017/02/04"),
( "OZ6N1I69S4" ,  SJA6B4V4WPJFHY65 ,  1680.61 ,  True ,  "1997/01/18"),
( "A8RHZE923D" ,  58OKLSZ8U15DFBL8 ,  4334.39 ,  False ,  "2005/10/08"),
( "XDTI0LBMRW" ,  YIE66HFMP9584GRW ,  679.46 ,  True ,  "1993/02/27"),
( "1XNRI0F54C" ,  M90B3R176QYXPGLK ,  6164.16 ,  False ,  "1991/03/09"),
( "OTOPHQC0A5" ,  2SB2FBQS42BOO9HQ ,  8433.0 ,  True ,  "2021/02/24"),
( "0VK6R8ARBH" ,  PRUXIRV1LBSETAVS ,  7009.2 ,  True ,  "2020/01/09");



INSERT INTO Saldo(ID_Saldo, ID_Casino, Bonus, Saldo_Reale, CF_Giocatore) VALUES 
( "J72FZ7APJ2" ,  "Emerald Isle" ,  2909.21 ,  17397.95 ,  "CL0NI3YFPAIUWH7E"),
( "AMX00Z5VC0" ,  "Royal Flush" ,  2355.64 ,  93303.16 ,  "X1R96CV1XQM32H19"),
( "HX0KQWGU3D" ,  "Starlight Casino" ,  2979.99 ,  70070.43 ,  "C3DPSJ8LZZN8WGJE"),
( "VEOG6EK0J1" ,  "Emerald Isle" ,  3989.48 ,  30493.16 ,  "EYYCLJAIL97HWJA8"),
( "8X56KYQE84" ,  "Palm Grove" ,  1230.52 ,  32575.89 ,  "94E6T3A1LJKRBAOQ"),
( "DZE88KSMDR" ,  "Treasure Island" ,  4591.9 ,  88490.1 ,  "HT31PM5WFG34N3AI"),
( "GM3RMPEH5A" ,  "Starshine" ,  2068.94 ,  38801.19 ,  "OWLO1ZHKYLS1C1ZD"),
( "TRXY0LCE70" ,  "Fortune Plaza" ,  2981.74 ,  51996.92 ,  "IXA8PKZULFB26JPH"),
( "RNZQVGKH6Y" ,  "Wild West" ,  2347.49 ,  49694.72 ,  "3LC9MOMBUYMARBUW"),
( "EOA2OSONW9" ,  "Sapphire Sky" ,  4605.12 ,  17564.41 ,  "4TDZYJBIQYBXYACM"),
( "FJO71RMSCF" ,  "Skyline Gaming" ,  2963.08 ,  11224.34 ,  "8Y1KRMBK47A989WN"),
( "RYRIJ4Q0BR" ,  "Desert Oasis" ,  4212.48 ,  672.63 ,  "VK2SGEFJH1RT0V2P"),
( "1693TV6BB0" ,  "Emerald Star" ,  2253.5 ,  90830.01 ,  "58OKLSZ8U15DFBL8"),
( "Y854WA16XR" ,  "Lucky Charm" ,  1891.11 ,  48104.97 ,  "MAZRQWOPPVF90F8F"),
( "NDDJBKELJ1" ,  "Sunset Strip" ,  855.02 ,  26570.11 ,  "SJA6B4V4WPJFHY65"),
( "TAUL585K2N" ,  "Desert Oasis" ,  4801.81 ,  81164.28 ,  "5IE0O6XPB2RNQHUY"),
( "VS36TZZ8WW" ,  "Ruby Ridge" ,  3267.93 ,  74712.15 ,  "SJA6B4V4WPJFHY65"),
( "UD1MS55ICU" ,  "Starlight Casino" ,  1883.94 ,  99910.24 ,  "PHABFXZOP35B4CI3"),
( "RPB10PYILW" ,  "Silver Stream" ,  2464.6 ,  36552.41 ,  "1E19IH9SRUAHVXHG"),
( "VO0MLB0HO5" ,  "Moonlit Magic" ,  2212.17 ,  94919.64 ,  "C09KREM57P264FN1"),
( "Y57ZSOL4YZ" ,  "Ocean Jewel" ,  3556.9 ,  51240.5 ,  "4SML25VSVPJHXYHU"),
( "M88F7REDIU" ,  "Crown Jewel" ,  2098.62 ,  52276.46 ,  "58OKLSZ8U15DFBL8"),
( "3O4EH9JGJM" ,  "Golden Arrow" ,  1930.18 ,  18551.83 ,  "X654BL4GL0FBXRQ4"),
( "OUCZQ0VMUM" ,  "Emerald Isle" ,  1196.28 ,  20961.73 ,  "AWX0E7EA3XIK0WHF"),
( "A7FMQW4A45" ,  "Royal Dice" ,  4864.5 ,  84212.85 ,  "HRX5CA46WJPYYPJK"),
( "ZNL3PWGZ65" ,  "Diamond Edge" ,  3903.61 ,  41403.59 ,  "FL03D97HLPCJW3A3"),
( "PJJRQFEK7R" ,  "Sapphire Sky" ,  1283.35 ,  65754.8 ,  "E8QSKL9SUF3AYJYG"),
( "LL35N6NTGI" ,  "Red Lantern" ,  1799.46 ,  91312.67 ,  "E8QSKL9SUF3AYJYG"),
( "7SF5S9858F" ,  "Golden Gate" ,  2021.13 ,  99574.81 ,  "5FM392QUR4F68FWY"),
( "WKK29M6QQW" ,  "Jade Palace" ,  1540.06 ,  67716.69 ,  "2J9R9WPE1PP236HW"),
( "FEABGGNVZY" ,  "Treasure Cove" ,  1612.05 ,  73678.25 ,  "2J9R9WPE1PP236HW"),
( "3CRFOX342O" ,  "Diamond Edge" ,  717.48 ,  33846.67 ,  "AWX0E7EA3XIK0WHF"),
( "UOL3HUOEPL" ,  "Starshine" ,  358.85 ,  25683.76 ,  "HTEZFDOKC9SPK4FF"),
( "4J42LCYJ3E" ,  "Crimson Casino" ,  3070.76 ,  15305.13 ,  "WP5HZNGCTKYPN0DC"),
( "WO5OJLYUMH" ,  "Sunset Strip" ,  3838.12 ,  7696.85 ,  "YCX6X6NDN8850K5H"),
( "9J3VB4HJY4" ,  "Sunset Strip" ,  3275.61 ,  97694.98 ,  "IQH6X58MJYDXRGJC"),
( "O799BECJR8" ,  "Sunset Strip" ,  5.9 ,  79905.83 ,  "2CTKC5MPQVQX5FXB"),
( "7ZBFC9A9D6" ,  "Starshine" ,  1643.18 ,  35419.9 ,  "YCX6X6NDN8850K5H"),
( "7M3ABZJXR2" ,  "Mystic Oasis" ,  3478.02 ,  38512.11 ,  "2SB2FBQS42BOO9HQ"),
( "1T6QSFY45L" ,  "Golden Palace" ,  4460.9 ,  16552.87 ,  "POQYEO1ARZT6OHRX"),
( "56JR0U86QR" ,  "Crystal Casino" ,  2907.32 ,  40388.23 ,  "LC4PXEXRL9SY4U4S"),
( "7P5KMYSZ2Y" ,  "Skyline Gaming" ,  109.0 ,  7611.48 ,  "YUM12IZHN5W4FCAX"),
( "GUTRF4Y2NB" ,  "Red Lantern" ,  2679.21 ,  43831.87 ,  "QW9SWIHVMD4Y5BX1"),
( "EPG34P45J1" ,  "Moonlit Magic" ,  3031.27 ,  8152.6 ,  "J7TF38KWXZ3FLJ7F"),
( "F9LXJ4NMC4" ,  "Moonlit Cove" ,  1181.43 ,  1067.45 ,  "J611D1VJ11NQ4BUD"),
( "6XOIVVGQ38" ,  "Royal Flush" ,  3950.49 ,  30082.67 ,  "3RLAJGRDH8YUEEUI"),
( "BX6DI0AXJ3" ,  "Mystic Mirage" ,  4511.02 ,  26237.65 ,  "IXA8PKZULFB26JPH"),
( "LLRD8IL836" ,  "Neon Dreams" ,  727.51 ,  28224.45 ,  "8INRDO2ED3KBFSH7"),
( "W2YOQW49PM" ,  "Sapphire Sky" ,  1274.24 ,  68354.86 ,  "4CRMB63P1PI9TE4E"),
( "S073TQPGT5" ,  "Ruby Ridge" ,  516.02 ,  5637.61 ,  "TZ54FLOSVZ87Y3PD"),
( "1F56TI0X6A" ,  "Ocean Jewel" ,  2456.88 ,  92491.82 ,  "3HVC5CB5AT7HWES8"),
( "W3PLR80X77" ,  "Diamond Edge" ,  4403.01 ,  72506.21 ,  "PP5HEGIDDAR9GDNS"),
( "R75AIQ9UCB" ,  "Royal Dice" ,  109.45 ,  51121.88 ,  "ESJP4TN87CPRKV9K"),
( "B6WK9IUVUU" ,  "Treasure Cove" ,  2518.28 ,  70829.81 ,  "C09KREM57P264FN1"),
( "R3IHJPNN67" ,  "Sapphire Sky" ,  4010.42 ,  56021.83 ,  "NYVXZY3LEARPUT27"),
( "FFUZX5G9L2" ,  "Starshine" ,  4553.48 ,  14004.87 ,  "U02Y8N06OSXBUFVF"),
( "PQ4QP7CS9F" ,  "Treasure Island" ,  3829.48 ,  77051.48 ,  "4CRMB63P1PI9TE4E"),
( "BLHD6QIPQ9" ,  "Royal Flush" ,  3604.55 ,  50067.86 ,  "LZ361NAOHRKECFVE"),
( "2Z2RTZ4Q5D" ,  "Emerald Isle" ,  919.32 ,  8487.24 ,  "NC0YMG8ZOM5URBXG"),
( "I1U33LV29R" ,  "Crystal Cove" ,  3505.1 ,  69185.47 ,  "U2KFZIP73DJ8A4QS"),
( "WF26L0XZL0" ,  "Starshine" ,  1808.52 ,  69777.79 ,  "J7TF38KWXZ3FLJ7F"),
( "R5Y3D722XI" ,  "Azure Sands" ,  362.26 ,  40975.77 ,  "YU00405GM0NYV8XI"),
( "WEAN7DT4G2" ,  "Crystal Peak" ,  3026.96 ,  29486.97 ,  "5GJCL0KY0MMJDG7Y"),
( "8DMRACNH1X" ,  "Dreamland Casino" ,  4069.98 ,  79735.69 ,  "58OKLSZ8U15DFBL8"),
( "CXZO60A2KB" ,  "Lucky Spin Casino" ,  3053.93 ,  92490.28 ,  "M90B3R176QYXPGLK"),
( "3EMA0SYI98" ,  "Crimson Casino" ,  1087.25 ,  84275.16 ,  "N3GX5S0JXKW7IF8D"),
( "2DI7TK005U" ,  "Lucky Clover" ,  4751.84 ,  47452.2 ,  "TIY508X4LNLT390P"),
( "9FX94F14BC" ,  "Wild West" ,  288.49 ,  87691.94 ,  "GIZD2XONJO0WOVOW"),
( "FCLQV7RZCM" ,  "Treasure Island" ,  2524.33 ,  92216.12 ,  "H0T43WT4077NZRO1"),
( "SFB1Q7W53G" ,  "Ruby Ridge" ,  820.09 ,  11649.02 ,  "7DLWGPKHGQYIY6JK"),
( "VA92TFTUR8" ,  "Golden Gate" ,  3274.46 ,  24491.39 ,  "91CC6KOLEWWMHFPB"),
( "DR9204EGYC" ,  "Sunset Plaza" ,  3826.97 ,  36835.37 ,  "WP5HZNGCTKYPN0DC"),
( "0Z9VLMQYCK" ,  "Diamond Edge" ,  2058.86 ,  59417.72 ,  "DBBSPUL9WIBY3LQZ"),
( "44YVR71IOX" ,  "Sunset Strip" ,  1802.52 ,  91559.73 ,  "1C6VH26Y08RWP4F4"),
( "MHJVVSJ2FX" ,  "Treasure Cove" ,  4948.02 ,  35665.4 ,  "2CTKC5MPQVQX5FXB"),
( "EBICWPCGB2" ,  "Silver Stream" ,  2267.97 ,  4355.79 ,  "PMQ0ZJKBYUAIKF6K"),
( "IWIEW6XUT3" ,  "Lucky Charm" ,  4214.23 ,  85252.61 ,  "6YTYRG6IBNSACW8L"),
( "RQ9PGSRXBL" ,  "Moonlit Cove" ,  2379.56 ,  23976.43 ,  "6WIT4EPP6Q3OGORZ"),
( "3RO9V126HQ" ,  "Jade Palace" ,  3075.67 ,  36388.68 ,  "H0T43WT4077NZRO1"),
( "9FVRIYY7JP" ,  "Jade Palace" ,  644.12 ,  59784.81 ,  "POQYEO1ARZT6OHRX"),
( "EZNECY24E8" ,  "Palm Grove" ,  793.34 ,  62882.14 ,  "SXOOKYS5AXVYAGQ3"),
( "CIZ3QBWE4R" ,  "Wild West" ,  2359.99 ,  27019.46 ,  "LC4PXEXRL9SY4U4S"),
( "XKMCSSWUVC" ,  "Lucky Spin Casino" ,  3163.22 ,  39644.97 ,  "P9W504ZVBYZ0GT18"),
( "EC6NJFHG9K" ,  "Blue Horizon" ,  719.78 ,  12670.14 ,  "CF1I55DSUYXIW389"),
( "Q60BV6TVBD" ,  "Ocean Jewel" ,  4836.61 ,  30120.98 ,  "FKO00SLJ1KKS5QD0"),
( "NBGE4M261Z" ,  "Crown Jewel" ,  757.13 ,  92589.21 ,  "EYYCLJAIL97HWJA8"),
( "RS6MBO6ACX" ,  "Golden Palace" ,  3228.87 ,  74806.27 ,  "5AB0WITAOQAAJ4BT"),
( "ID2VZ6EN1M" ,  "Crown Jewel" ,  1850.73 ,  57946.5 ,  "HRX5CA46WJPYYPJK"),
( "ZRWFYBL4LA" ,  "Lucky Star" ,  470.89 ,  52033.74 ,  "T8AGWBSGVQN2FV7N"),
( "SO5X26YL1I" ,  "Red Lantern" ,  2389.75 ,  53399.42 ,  "YPDZW7M7XWXPVI28"),
( "576PALWMZZ" ,  "Neon Nights" ,  4079.36 ,  97367.34 ,  "Z7RB79ZR099UJZPD"),
( "7H58AYMBH4" ,  "Royal Flush" ,  2245.54 ,  41246.29 ,  "C3DPSJ8LZZN8WGJE"),
( "93BIX5Y1VL" ,  "Lucky Spin Casino" ,  359.57 ,  68067.99 ,  "ESJP4TN87CPRKV9K"),
( "WIXEX7Y0ZE" ,  "Sapphire Sky" ,  760.26 ,  71510.0 ,  "NUGFHXBOXSUMU5HS"),
( "NGQSCOITH2" ,  "Palm Grove" ,  711.27 ,  85218.82 ,  "1BGXJXZ9YTS2PRPF"),
( "516RTSCKMW" ,  "Mystic Oasis" ,  3869.69 ,  90283.96 ,  "Q7320A3R7A6XK1YT"),
( "92F2TK8QCY" ,  "Crown Jewel" ,  2517.97 ,  54393.78 ,  "3ZIHL7187SGGN8R1"),
( "ID0XLXAESJ" ,  "Crystal Cove" ,  544.08 ,  9376.97 ,  "LL9FNXQYJO21UL0W"),
( "37E1VHS80R" ,  "Red Lantern" ,  358.56 ,  68557.58 ,  "0ZBFNXX8IOKCP216"),
( "O0B5MNB3SY" ,  "Sunset Strip" ,  4912.52 ,  27182.76 ,  "JVPXU0X5Y9GGLQS4"),
( "F0R9H9JIUY" ,  "Crystal Peak" ,  3552.15 ,  55871.57 ,  "B5F2LZLGB7VQ1OBR"),
( "CAUWZ07475" ,  "Crimson Casino" ,  3161.64 ,  18142.53 ,  "G2YR2QHVM9YG2AVZ"),
( "8V978C3ONH" ,  "Lucky Clover" ,  1837.87 ,  72069.77 ,  "J3A5JSZ933Q7YWPH"),
( "JSNLO2968U" ,  "Desert Oasis" ,  451.71 ,  89236.55 ,  "8XBXVXKXIHLAV95S"),
( "F2FJXEJY11" ,  "Crystal Cove" ,  4777.22 ,  32606.97 ,  "WP5HZNGCTKYPN0DC"),
( "NE8M7Q1FTY" ,  "Treasure Island" ,  3432.41 ,  50031.23 ,  "CL0NI3YFPAIUWH7E"),
( "AO9UC8EMVJ" ,  "Golden Arrow" ,  4038.88 ,  34249.95 ,  "ATP9ROGPQO08N9DT"),
( "0GWQR8BTNS" ,  "Red Lantern" ,  2947.6 ,  27393.49 ,  "ONB3RWJW80XI7MMN"),
( "O6E097WWHV" ,  "Vegas Lights" ,  2055.17 ,  85976.3 ,  "UUW2BGRCPAK4A7R2"),
( "BIFVNZ0S63" ,  "Dreamland Casino" ,  4065.47 ,  8827.48 ,  "0THNKDM4FMWBL9F4"),
( "0WEZRLKZ4P" ,  "Blue Horizon" ,  4017.62 ,  36035.9 ,  "NYVXZY3LEARPUT27"),
( "2SHJB63TSP" ,  "Crystal Cove" ,  1779.33 ,  53277.45 ,  "JRG8GWMBHHQOSBP8"),
( "HIXLK6D2PB" ,  "Emerald Casino" ,  538.29 ,  91472.01 ,  "D1PSIM3H71I7YE8L"),
( "FIO60Y5NGG" ,  "Golden Palace" ,  3416.82 ,  20856.4 ,  "YIE66HFMP9584GRW"),
( "5YYKT2PK8K" ,  "Ocean Jewel" ,  4735.01 ,  32207.79 ,  "NG5VKC0036EUR0PL"),
( "QF9Y7ZVM7Q" ,  "Palm Grove" ,  4909.22 ,  55341.52 ,  "OKBJQDMJTK6QWLBR"),
( "W40N5LAXHS" ,  "Palm Grove" ,  1170.4 ,  64803.43 ,  "TAQ2H7RG7N5U8WWO"),
( "Q8K5XL22FG" ,  "Starshine" ,  1894.65 ,  48419.45 ,  "X654BL4GL0FBXRQ4"),
( "RGDO8DNDX6" ,  "Mystic Mirage" ,  3051.72 ,  56383.44 ,  "HRX5CA46WJPYYPJK"),
( "2P7DSBO5HP" ,  "Royal Flush" ,  3428.39 ,  22707.08 ,  "OKBJQDMJTK6QWLBR"),
( "AXZBZR72EX" ,  "Lucky Star" ,  148.31 ,  92984.46 ,  "HRX5CA46WJPYYPJK"),
( "SZ3AXOZMNU" ,  "Treasure Island" ,  561.93 ,  99662.0 ,  "FL03D97HLPCJW3A3"),
( "O1NA4J5A3R" ,  "Royal Flush" ,  3112.48 ,  90853.04 ,  "CF1I55DSUYXIW389"),
( "M4RQY152LM" ,  "Moonlit Cove" ,  303.01 ,  79999.99 ,  "0THNKDM4FMWBL9F4"),
( "THQRH9EVHK" ,  "Rainbow Resort" ,  483.25 ,  68404.37 ,  "6YTYRG6IBNSACW8L"),
( "IF24E4OVOG" ,  "Diamond Edge" ,  1814.55 ,  34701.1 ,  "CP47RTR9BAV3NO0H"),
( "EQ3RZ709OB" ,  "Silver Sands" ,  297.88 ,  38799.02 ,  "NQHA869V8POG802X"),
( "479CTP78Q4" ,  "Skyline Gaming" ,  724.95 ,  96174.47 ,  "F3FIV7FPIE1ABOET"),
( "LYHD8DTQ24" ,  "Lucky Star" ,  3092.83 ,  60167.72 ,  "DBBSPUL9WIBY3LQZ"),
( "E3YOQ53NTN" ,  "Rainbow Resort" ,  246.33 ,  76404.13 ,  "BJM6ESWBJ0FU383G"),
( "EP1W3T8I8O" ,  "Silver Sands" ,  2781.65 ,  77372.18 ,  "7ZQYQ0KSW8Y3CPGF"),
( "HHK300K7RQ" ,  "Royal Dice" ,  3822.6 ,  98435.96 ,  "NQHA869V8POG802X"),
( "7N9L55BXJQ" ,  "Silver Stream" ,  182.91 ,  59757.58 ,  "6LAZVK6E8P55WCX0"),
( "0FXZHY7KIL" ,  "Silver Sands" ,  3655.87 ,  34778.18 ,  "ME5VHLOOIGTOK6OX"),
( "G3FNL60MU4" ,  "Treasure Cove" ,  2464.74 ,  97488.27 ,  "F3FIV7FPIE1ABOET"),
( "V09H1490KI" ,  "Crystal Cove" ,  371.11 ,  7782.43 ,  "FGU7EBGWH2D15VYW"),
( "QYKRKDL0YC" ,  "Golden Gate" ,  1691.92 ,  58932.87 ,  "YIE66HFMP9584GRW"),
( "A7ISD5X6YT" ,  "Golden Gate" ,  2754.59 ,  22093.59 ,  "NQHA869V8POG802X"),
( "IBX1TD1J1V" ,  "Moonlit Magic" ,  3666.95 ,  10747.98 ,  "AZHL4HV9Z6G5PL33"),
( "OHJEOIUCH3" ,  "Golden Arrow" ,  4347.61 ,  77983.16 ,  "B5F2LZLGB7VQ1OBR"),
( "0N0TMBQFUU" ,  "Mystic Mirage" ,  3979.01 ,  84098.49 ,  "N92ER6XB5A5L365A"),
( "EZOBJKE5YR" ,  "Crystal Casino" ,  4639.23 ,  84148.74 ,  "TNTJRY0Y6QVDYJIO"),
( "IIU6U34F0S" ,  "Moonlit Cove" ,  3022.87 ,  20008.75 ,  "TZ54FLOSVZ87Y3PD"),
( "2IFQAZ0G95" ,  "Sunrise Casino" ,  3528.14 ,  5217.62 ,  "MFZ6HKQKJ7G9Y793"),
( "00BJA2ZDGA" ,  "Crystal Casino" ,  911.35 ,  16157.84 ,  "HT31PM5WFG34N3AI"),
( "IVX7UNLRLN" ,  "Starlight Casino" ,  3190.21 ,  72163.15 ,  "91CC6KOLEWWMHFPB"),
( "9TOL3LRS2G" ,  "Fortune Plaza" ,  3157.73 ,  25330.58 ,  "T8AGWBSGVQN2FV7N"),
( "6JOBTI3RJX" ,  "Crystal Peak" ,  1408.64 ,  99813.24 ,  "RN7USGDO12SG40UP"),
( "04SJUI3VF5" ,  "Crimson Casino" ,  247.5 ,  78057.07 ,  "AWX0E7EA3XIK0WHF"),
( "V15CWT3WYY" ,  "Crystal Cove" ,  1030.27 ,  2477.23 ,  "CIC81RV5U91D4TTN"),
( "XYOPW39Y56" ,  "Jade Palace" ,  1995.32 ,  75829.14 ,  "MZW1AI5OZY4IS7BI"),
( "7ETPNGALGK" ,  "Ocean Jewel" ,  180.91 ,  79247.95 ,  "IQH6X58MJYDXRGJC"),
( "5QEXI37W1C" ,  "Palm Grove" ,  4019.77 ,  84326.87 ,  "MM3KKLSJDL3L5STJ"),
( "G8DC9J05BU" ,  "Wild West" ,  1743.17 ,  758.32 ,  "6PWA5PI0PTB33O8I"),
( "6CLBSTJTF9" ,  "Golden Gate" ,  1808.39 ,  32772.19 ,  "3HVC5CB5AT7HWES8"),
( "2DTTJCWWOF" ,  "Starshine" ,  2924.13 ,  77545.14 ,  "AWX0E7EA3XIK0WHF"),
( "PBVKVVHAI2" ,  "Starlight Casino" ,  2065.2 ,  57130.64 ,  "E8QSKL9SUF3AYJYG"),
( "DR8Q5QM6XV" ,  "Sunset Plaza" ,  653.44 ,  72120.34 ,  "4CRMB63P1PI9TE4E"),
( "0YFEY9GRY6" ,  "Sapphire Sky" ,  2735.59 ,  5179.09 ,  "U02Y8N06OSXBUFVF"),
( "6UDWUIKR5G" ,  "Lucky Clover" ,  654.73 ,  63821.08 ,  "Y8F98XGWYWKODAFA"),
( "WQYYTAN9M2" ,  "Wild West" ,  717.02 ,  63137.78 ,  "YU00405GM0NYV8XI"),
( "E7W7CWXKBU" ,  "Treasure Cove" ,  2249.65 ,  53450.13 ,  "6MV4QNV44HZU0KTW"),
( "7AX4D8WQYL" ,  "Crystal Peak" ,  457.54 ,  58210.91 ,  "J3A5JSZ933Q7YWPH"),
( "BNVSCZJ51D" ,  "Lucky Star" ,  789.36 ,  11789.01 ,  "ETV9UZDIU5NS2HKU"),
( "U2UQHX9DSC" ,  "Emerald Star" ,  3465.35 ,  35719.08 ,  "E65Y78CX9B3QEGXX"),
( "SHGGQ68N2Z" ,  "Diamond Edge" ,  2518.62 ,  94090.22 ,  "4TY9213OPE5D4OOZ"),
( "P8CICRO4NU" ,  "Starlight Casino" ,  2558.18 ,  18647.54 ,  "TAQ2H7RG7N5U8WWO"),
( "QOAKA5PGAX" ,  "Skyline Gaming" ,  1695.29 ,  9895.26 ,  "PMQ0ZJKBYUAIKF6K"),
( "U52WHKQYWJ" ,  "Moonlit Cove" ,  4130.6 ,  45327.43 ,  "58OKLSZ8U15DFBL8"),
( "I0NQLAKK0W" ,  "Crystal Cove" ,  1082.56 ,  49778.84 ,  "J7TF38KWXZ3FLJ7F"),
( "DW06ALHN5W" ,  "Royal Flush" ,  721.64 ,  55013.7 ,  "9RCJ2WNRXLGOE4RG"),
( "8DFFPLCEF2" ,  "Sunset Sands" ,  308.72 ,  66712.86 ,  "LQK59TVD327J9XAJ"),
( "XD0L2VSF00" ,  "Lucky Charm" ,  4718.73 ,  65736.25 ,  "3O0QWWTZIRWUGBIG"),
( "31QZ6M1GHM" ,  "Mystic Oasis" ,  3647.74 ,  90601.52 ,  "FKO00SLJ1KKS5QD0"),
( "4DEH7T5OBI" ,  "Moonlit Magic" ,  460.16 ,  17024.14 ,  "LVP1I83NS93IHIJF"),
( "BE9AHKPI0C" ,  "Crystal Cove" ,  2760.17 ,  89519.34 ,  "H0T43WT4077NZRO1"),
( "36G6G2SCTW" ,  "Lucky Clover" ,  3127.04 ,  60950.26 ,  "BJM6ESWBJ0FU383G"),
( "XADYOAN8IU" ,  "Diamond Edge" ,  3451.32 ,  19701.41 ,  "Q786E7KMJKVEVIYI"),
( "3H8D3RJLCM" ,  "Ocean Jewel" ,  737.11 ,  59279.94 ,  "C3DPSJ8LZZN8WGJE"),
( "LOLNOVVM43" ,  "Royal Flush" ,  4745.99 ,  60430.89 ,  "3JI37XYD52JDJ8T0"),
( "YNLQVZV5LA" ,  "Desert Oasis" ,  1000.05 ,  66097.88 ,  "VIXUDO35CIN0PWCV"),
( "U1BV1WP9WI" ,  "Sunset Strip" ,  183.45 ,  1217.23 ,  "MAZRQWOPPVF90F8F"),
( "N1WHLIU4BG" ,  "Red Lantern" ,  1440.74 ,  27847.14 ,  "AJVR3H113LCABV5I"),
( "BM8EXTZF9J" ,  "Neon Nights" ,  4942.78 ,  24791.38 ,  "4TY9213OPE5D4OOZ"),
( "C93MXZJW2O" ,  "Crimson Casino" ,  3799.81 ,  66545.02 ,  "AJVR3H113LCABV5I"),
( "DUE6PUPQCA" ,  "Vegas Mirage" ,  1921.0 ,  21900.88 ,  "D1PSIM3H71I7YE8L"),
( "K407VBOF1I" ,  "Sapphire Sky" ,  2266.87 ,  10880.37 ,  "RPRY0NE49Y533BTZ"),
( "3XMJRGISUW" ,  "Vegas Mirage" ,  3840.74 ,  78454.83 ,  "AZHL4HV9Z6G5PL33"),
( "BEW4VRHEOL" ,  "Starlight Casino" ,  269.1 ,  73859.6 ,  "YIE66HFMP9584GRW"),
( "VXKWN8RS79" ,  "Starlight Casino" ,  4050.87 ,  33664.16 ,  "X654BL4GL0FBXRQ4"),
( "VAYH8QBUZD" ,  "Silver Sands" ,  1691.83 ,  18253.54 ,  "4SML25VSVPJHXYHU"),
( "3I2DX8PJ0F" ,  "Lucky Spin Casino" ,  1788.28 ,  97612.3 ,  "GIZD2XONJO0WOVOW"),
( "ZBSCCQMBF9" ,  "Golden Arrow" ,  1549.67 ,  42977.46 ,  "JYAQSCQF8FI96I3J"),
( "NUJXBW8OCM" ,  "Pearl Bay" ,  840.44 ,  41866.51 ,  "FL03D97HLPCJW3A3"),
( "19JHH3MQNL" ,  "Dreamland Casino" ,  403.57 ,  19883.17 ,  "51TNZTG0UV1OENZA"),
( "Q07I5VBGIT" ,  "Pearl Bay" ,  2277.67 ,  87492.7 ,  "M132YELR9518OOQ9"),
( "8MCVSDZWPZ" ,  "Lucky Spin Casino" ,  2473.12 ,  64514.11 ,  "NUGFHXBOXSUMU5HS"),
( "FY7LEH9NJP" ,  "Rainbow Resort" ,  1939.54 ,  3520.23 ,  "3JI37XYD52JDJ8T0"),
( "4G02LR492R" ,  "Azure Sands" ,  4185.36 ,  23480.16 ,  "RN7USGDO12SG40UP"),
